s,title_num,chapter_num,subchapter_num,section_num,title_name,chapter_name,subchapter_name,section_name,universal_citation,current_through,section_content_text,file_source
T10A_C1_SC1_SEC10A_1_1_6,10A,1,1,10A_1_1_6,CORRECTIONS,"ADMINISTRATION, ORGANIZATION, AND MANAGEMENT","OPERATION, PROCEDURES AND RULEMAKING ACTIVITY OF THE DEPARTMENT OF CORRECTIONS",Notice of a proposed rule and opportunity to be heard,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) A notice of a proposed rule may consist of: 1. A proposed new rule; 1. A proposed new rule; 2. A proposed amendment to modify, alter or revise an existing rule; 3. A proposed repeal of a rule; or 4. A proposed readoption of a rule.",title-10a/chapter-1/subchapter-1/section-10a-1-1-6.html
T10A_C1_SC1_SEC10A_1_1_7,10A,1,1,10A_1_1_7,CORRECTIONS,"ADMINISTRATION, ORGANIZATION, AND MANAGEMENT","OPERATION, PROCEDURES AND RULEMAKING ACTIVITY OF THE DEPARTMENT OF CORRECTIONS",Calendar of Departmental rule activity,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) A quarterly calendar of anticipated Departmental proposed rulemaking activities for the next six months may be available and published in the first New Jersey Register (N.J.R.) in the months of January, April, July and October. 1. When the Department of Corrections provides a 60 day comment period as indicated in the N.J.R. publication of a notice of a rule proposal, the calendar notice and N.J.R. publication of a calendar notice shall not be required. 1. When the Department of Corrections provides a 60 day comment period as indicated in the N.J.R. publication of a notice of a rule proposal, the calendar notice and N.J.R. publication of a calendar notice shall not be required. 2. When the Department of Corrections publishes a calendar in the N.J.R., access to the calendar may be obtained from: i. The N.J.R. in issues from the months listed in (a) above; ii. The official website of the Department of Corrections at www.state.nj.us/corrections ; and iii. By contacting the Department in accordance with N.J.A.C. 10A:1-1.3. i. The N.J.R. in issues from the months listed in (a) above; ii. The official website of the Department of Corrections at www.state.nj.us/corrections ; and iii. By contacting the Department in accordance with N.J.A.C. 10A:1-1.3. 3. When the Department of Corrections publishes a calendar in the N.J.R., the calendar shall be: i. Provided to the news media maintaining a press office in the New Jersey State House Complex; and ii. Distributed to persons or groups likely to be affected by or interested in the calendar of anticipated Departmental proposed rulemaking activities such as, but not limited to, New Jersey State Law Libraries, the New Jersey State Parole Board, the American Civil Liberties Union of New Jersey, the New Jersey Association of Corrections, Departmental administrative staff, the custody staff bargaining unit, inmate advocacy groups, correctional facility Inmate Liaison Committees, correctional facility law libraries, and individuals or entities who have requested (see N.J.A.C. 10A:1-1.3) to be advised of the calendar of anticipated Departmental proposed rulemaking activities. i. Provided to the news media maintaining a press office in the New Jersey State House Complex; and ii. Distributed to persons or groups likely to be affected by or interested in the calendar of anticipated Departmental proposed rulemaking activities such as, but not limited to, New Jersey State Law Libraries, the New Jersey State Parole Board, the American Civil Liberties Union of New Jersey, the New Jersey Association of Corrections, Departmental administrative staff, the custody staff bargaining unit, inmate advocacy groups, correctional facility Inmate Liaison Committees, correctional facility law libraries, and individuals or entities who have requested (see N.J.A.C. 10A:1-1.3) to be advised of the calendar of anticipated Departmental proposed rulemaking activities. 4. The reimbursement for costs of copying the anticipated Department of Corrections calendar of proposed rulemaking activities for the next six months when published in an issue of the N.J.R. shall be in accordance with N.J.A.C. 10A:1-1.4, Reimbursement for costs of copying.",title-10a/chapter-1/subchapter-1/section-10a-1-1-7.html
T10A_C1_SC2_SEC10A_1_2_1,10A,1,2,10A_1_2_1,CORRECTIONS,"ADMINISTRATION, ORGANIZATION, AND MANAGEMENT",GENERAL PROVISIONS,Scope,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) Unless otherwise stated, N.J.A.C. 10A:1 through 10A:30 shall be applicable to State correctional facilities under the jurisdiction of the Department of Corrections. (b) Unless otherwise stated, N.J.A.C. 10A:31 through 10A:34 shall be applicable to municipal and county correctional facilities within the State of New Jersey. (c) Pursuant to the Sexually Violent Predator Act (N.J.S.A. 30:4-27.24 et seq.), the Department of Corrections shall be responsible for the operation of any Special Treatment Unit designated for the custody, care, control and treatment of sexually violent predators; therefore, when deemed necessary by the Commissioner of the Department of Corrections or designee, operational, custodial, security and medical care rules set forth within N.J.A.C. 10A:1 through 10A:30 shall be applicable to Special Treatment Units. Unless otherwise stated, N.J.A.C. 10A:35 shall be applicable to Special Treatment Units under the jurisdiction of the Department of Corrections.",title-10a/chapter-1/subchapter-2/section-10a-1-2-1.html
T10A_C1_SC2_SEC10A_1_2_2,10A,1,2,10A_1_2_2,CORRECTIONS,"ADMINISTRATION, ORGANIZATION, AND MANAGEMENT",GENERAL PROVISIONS,Definitions,,"Current through Register Vol. 57, No. 12, June 16, 2025","1. Uninterrupted surveillance of one inmate who is on suicide watch that shall be conducted in person or by video monitor when the video monitor provides continuous unobstructed vigilance of the inmate by one staff member; or 2. One minute interval surveillance of two inmates in adjacent cells by one staff member that shall be conducted in person or uninterrupted surveillance by one staff member of up to four inmates by video monitor when the video monitor provides continuous unobstructed vigilance of the inmates. ""Contact visit"" means a visit between an inmate and a visitor where there is no barrier (such as a window or wall) between the inmate and visitor. 1. Any item, article or material found in the possession of, or under the control of, an inmate which is not authorized for retention or receipt; 2. Any item, article or material found within the facility or on its grounds which has not been issued by the correctional facility or authorized as permissible for retention or receipt; 3. Any item, article or material found in the possession of, or under the control of, staff or visitors within the facility or on its grounds which is not authorized for receipt, retention or importation; 4. Any item, article or material that is authorized for receipt, retention or importation by inmates, staff or visitors but that is found in an excessive amount or that has been altered from its original form. An amount shall be considered excessive if it exceeds stated correctional facility limits or exceeds reasonable safety, security, sanitary, or space considerations; or 5. Any article that may be harmful or presents a threat to the security and orderly operation of the correctional facility shall be considered contraband. Items of contraband shall include, but shall not be limited to: guns and firearms of any type; ammunition; explosives; knives, tools and other implements not provided in accordance with correctional facility regulations; hazardous or poisonous chemicals and gases; unauthorized drugs and medications; medicines dispensed or approved by the correctional facility but not consumed or utilized in the manner prescribed; intoxicants, including, but not limited to, liquor or alcoholic beverages; and where prohibited, currency, stamps and electronic communication devices. ""Counsel substitute"" means an individual, such as an inmate paralegal, teacher or social worker, who represents and defends an inmate at a disciplinary hearing proceeding that is conducted within a correctional facility under the jurisdiction of the Department of Corrections. ""Custody staff"" except as otherwise provided, means Custody Supervisors, Senior Correction Officers and Correction Officer Recruits who have been sworn as peace officers. 1. Close custody; 2. Maximum custody; 3. Medium custody; 4. Gang minimum custody; 5. Minimum custody; and 6. Community custody. ""Deadly force"" means force which a custody staff member uses with the purpose of causing, or which the custody staff member knows will create a substantial risk of causing, death or serious bodily harm. ""Department"" means the New Jersey Department of Corrections. ""Departmental Research Review Board (DRRB)"" means the members of a board, authorized by the Commissioner or designee, responsible for the review of requests to conduct research within the Department of Corrections. ""Deputy Commissioner"" means Deputy Commissioner of the New Jersey Department of Corrections. 1. Adjudicated criminal charges for which sentence has been imposed; 2. Criminal charges resulting from indictment, for which there is no final disposition (open charges); 3. Warrants for violation of parole or probation; and 4. Immigration detainers. ""Director"" means the executive officer next in rank to the Assistant Commissioner (Chief Executive Officer) of a Division within the Department of Corrections. ""Disciplinary detention"" shall mean removal of an inmate from the general population to a short-term close custody unit because of a disciplinary infraction(s). ""Disciplinary Hearing Officer"" means a staff member of the Department of Corrections designated to hear and adjudicate inmate violations of prohibited acts. ""Disciplinary report"" means a form on which a violation of a prohibited act is recorded along with other pertinent information. ""Disciplinary sanction"" means a prescribed penalty that is imposed for violation of a prohibited act. ""Division of Operation"" means the administrative unit that is responsible for the administration of all correction facilities within the New Jersey Department of Corrections. ""Division of Programs and Community Services"" means the division within the Department of Corrections that is responsible for correctional facility and community-based program opportunities for inmates, which include the offices of Community Programs, Drug Programs, Educational Services, Transitional Services, and Internal Support and Outreach Services. ""DNA"" means deoxyribonucleic acid. ""DNA sample"" means a blood or other biological sample provided by any person pursuant to the DNA Database and Databank Act of 1994 (N.J.S.A. 53:1-20.17 et seq.). ""Domestic partner"" or ""partner"" means a person who is in a relationship that satisfies the definition of a domestic partnership as set forth in the New Jersey ""Domestic Partnership Act,""N.J.S.A. 26:8A-1 et seq. ""Electronic communication device"" means a device or related equipment or peripheral that is capable of electronically receiving, transmitting, or storing a message, image, or data. Examples of such electronic devices include, but are not limited to, all types and sizes of a computer, telephone, two-way radio, camera or video/audio player/recorder, fax machine, pager or beeper, personal data assistant, hand-held e-mail system, or any other device containing a means of internet access or receiving, transmitting, or storing information electronically by means of audio, visual, or recorded data. Related equipment and/or peripheral also includes, but is not limited to, equipment and/or peripherals that can be used with an electronic communications device such as power cords, chargers, or any other tangible items. ""Electronic Monitoring Program (EMP)"" means a program in which an inmate lives in the community and is monitored by an electronic monitoring device. 1. Spouse; 2. Domestic Partner; 3. Partner in a civil union couple; 4. Parent; 5. Stepparent; 6. Legal guardian; 7. Grandparent; 8. Child; or 9. Sibling. ""Experimentation"" means the use of any healthcare intervention that has not been previously tested and approved for the community population. ""Firearm"" means any hand gun, rifle, shotgun, machine gun, automatic or semi-automatic rifle, or any gun, device or instrument in the nature of a weapon from which may be fired or ejected any solid projectable ball, slug, pellet, missile, bullet, or any gas, vapor or other noxious thing, by means of a cartridge or shell or by the action of an explosive or the ignition of flammable or explosive substances. Firearm shall also include, without limitation, any firearm, which is in the nature of an air gun, spring gun or pistol or other weapon of a similar nature in which the propelling force is a spring, elastic band, carbon dioxide, compressed or other gas or vapor, air or compressed air, or is ignited by compressed air, and ejecting a bullet or missile smaller than three-eighths of an inch in diameter, with sufficient force to injure a person (see N.J.S.A. 2C:39-1). ""General population"" means the common body of inmates not assigned to Close Custody Units (see N.J.A.C. 10A:5). ""Handbook on Discipline"" means a handbook published by the Department of Corrections that is provided to inmates which contains an inmate's rights and responsibilities, the acts and activities which are prohibited and the disciplinary procedures and sanctions imposed. ""Housing unit"" means a cell, dormitory or other type of sleeping area within a correctional facility. ""Increased custody"" means assignment of an inmate to a custody level that requires more supervision. ""Indeterminate sentence"" means a sentence of imprisonment which contains no fixed term of duration (see N.J.S.A. 30:4-148). ""Indigent inmate"" means an inmate who has no funds in his or her account and is not able to earn inmate wages due to prolonged illness or any other uncontrollable circumstances, and who has been verified as having no outside source from which to obtain funds. ""Inmate handbook"" means a booklet that is provided to inmates which contains site-specific correctional facility rules and procedures, and information about services and programs. An Inmate Handbook may also mean a unit-specific handbook when identified as such. Such unit-specific handbooks shall be provided to inmates who are assigned to certain units, such as, but not limited to, a Close Custody Unit. ""Inmate Liaison Committee"" means an inmate group made up of inmate representatives, authorized by the correctional facility administration to act on behalf of the inmate population of the correctional facility. Such an inmate committee may be known as something other than an ""Inmate Liaison Committee."" ""Inmate personal property"" means items owned by an inmate which have been approved for retention by the inmate while incarcerated in a correctional facility. Inmate personal property may also be property held by a correctional facility on behalf of an inmate and handled in accordance with N.J.A.C. 10A:1-11. 1. An ""Inmate Inquiry Form""; 2. An ""Inmate Grievance Form""; and 3. An ""Administrative Appeal."" ""Institutional Classification Committee (I.C.C.)"" means the committee of correctional facility staff members responsible for monitoring an inmate's progress and assigning the inmate to appropriate programs or activities. The I.C.C. may consist of subcommittees as deemed necessary. ""Institutional Classification Reception Committee (I.C.R.C.)"" means the committee of staff members responsible for determining the initial custody status and correctional facility assignments of male inmates; the custody status and correctional facility assignments of male parole violators, escapees, and Interstate Corrections Compact transferees; and for recommending inmates at an intake facility who are considered appropriate for Protective Custody. ""Internal Management Procedures"" means procedures that are issued by the correctional facility/unit Administrator or supervisor or designee to provide specific operating procedures for that particular correctional facility/unit. ""Keep separate status"" means the intentional assignment of certain inmates to different correctional facilities or different units within a correctional facility, so as to maintain a separation between these inmates for administrative reasons to ensure the safe, secure and orderly operation of the correctional facility and/or in order to prevent the possibility of retaliation because of a previous act or occurrence. ""Lawfully confined"" means custodial confinement in a municipal detention facility, county correctional facility or a Department of Corrections facility. 1. An attorney of this State or any other state when properly identified as such on the outside of the envelope; 2. Offices of the Federal or State Public Defender; 3. The Office of the Attorney General; 4. Federal, State, county and municipal courts; 5. Federal, State, county and municipal court judges; 6. Offices of Legal Services; 7. Legal assistance clinics managed by accredited law schools of this or any other state; 8. The Administrative Office of the Courts; 9. Offices of the Federal, State or county Prosecutor; 10. A foreign consul; 11. The Bureau of Risk Management, New Jersey Department of the Treasury; 12. The Special Investigations Division, Department of Corrections; 13. The Corrections Ombudsperson; and 14. The Office of Administrative Law. 1. Orders required by their terms to be served; 2. Written notices; 3. Written motions; 4. Demands, or answers to demands which the inmate is required to serve, such as, for the production of documents for interrogatories; 5. Offers of judgment; 6. Designations of records on appeal; 7. Briefs; 8. Petitions; 9. Summons; and 10. Complaints. ""Mechanical restraints"" means restraining devices such as, but not limited to, handcuffs, flex cuffs, leg irons, and belly chains. ""News media representative"" means an individual with valid press credentials who provides any means of communication to the public. "" Non-asterisk offense"" means a prohibited act that is considered less serious and results in a less severe sanction(s). Non-asterisk offenses are in Category C, Category D, and Category E. ""Non-contact visit"" means a visit between an inmate and a visitor where there is a barrier, such as, but not limited to, a window or wall between the inmate and the visitor. ""Non-deadly force"" means force which is not likely to cause death or serious bodily harm. ""Non-permissible property"" means property that is not identified, or exceeds the permitted amount indicated on a list of permissible property. Examples of non-permissible property include, but are not limited to, any item addressed to or received by an inmate from or someone or someplace that is not an authorized source of sale, an unauthorized item received by an inmate through the mail from an authorized source of sale, an item retained by the inmate who receives notice that such item has been deleted from the permissible property list, or an item the inmate has in his or her possession that was permitted in a certain unit or facility that is not permitted in another unit or facility. 1. Severity of current offense; 2. Prior assaultive offense history; 3. Escape history; 4. History of correctional facility violence; 5. Prior felony convictions (initial only); 6. Education (initial only); 7. Employment (initial only); 8. Age; 9. Number of disciplinary reports (reclassification only); 10. Most severe disciplinary infraction received (reclassification only); 11. Program participation (reclassification only); and 12. System overrides. ""Office of Community Programs"" means the office within the Department of Corrections, Division of Programs and Community Services, responsible for overseeing Residential Community Release Programs, such as Assessment and Treatment Centers, halfway houses, and Substance Use Disorder Treatment Programs, which provide rehabilitative and treatment services for inmates prior to their release. "" On-the-spot correction"" means the immediate imposition of a sanction upon an inmate for the violation of a minor prohibited act. ""Passive canine search"" means a search conducted by a canine team consisting of a handler(s) and a dog(s) specially trained to discover and passively indicate to the handler(s) the presence of various substances and/or materials. ""Pat search"" means a thorough search of a fully-clothed inmate, including the clothing and personal property in the inmate's possession. 1. Social Security number; 2. Driver's license number or State identification card number; or 3. Account number or credit or debit card number, in combination with any required security code, access code or password that would permit access to an individual's financial account. Dissociated data that, if linked, would constitute personal information is personal information if the means to link the dissociated data were accessed in connection with access to the dissociated data. Personal information shall not include publicly available information that is lawfully made available to the general public from Federal, state or local government records, or widely distributed media (see N.J.S.A. 56:8-161). ""Prehearing detention"" means removal of an inmate from the general population pending an investigation and a hearing into an alleged violation of a prohibited act. ""Prehearing disciplinary housing"" means removal of an inmate from the general population or any other housing unit of a correctional facility to a short-term close custody unit, pending an investigation and a hearing into an alleged violation of a prohibited act. ""Prehearing Protective Custody"" means the removal of an inmate from the general population by confinement to the inmate's cell or placement into a Close Custody Unit pending an investigation and a hearing into the need for Protective Custody placement. ""Prison Complex"" means state correctional facilities designated to house inmates serving prison sentences. ""Probable cause"" means reasonable ground(s) of suspicion, supported by circumstances sufficiently strong to warrant a cautious person to believe that criminal activity is taking place. ""Prohibited act"" means conduct in violation of rules and regulations which will result in the imposition of sanctions. ""Protective custody"" means confinement to a secure unit designated to restrict or limit an inmate's activities and contacts with others, in order to provide protection to the inmate from injury or harm actually threatened, or reasonably believed to exist based on events, investigative reports, reports from an informant(s) or other reliable source(s) of information. ""Reasonable suspicion"" means a belief that an action is necessary based upon specific and articulable facts that, taken together with rational inferences from those facts, reasonably support a conclusion. ""Regional institution"" means the correctional facility designated to provide support services to a residential community program, such as, but not limited to, medical, security, administration, disciplinary returns and parole hearing scheduling. 1. Parent; 2. Legal guardian; 3. Partner in a civil union couple; 4. Spouse; 5. Domestic partner; 6. Child; or 7. Sibling. ""Research"" means a systematic investigation, including research development, testing, and evaluation, designed to develop or contribute to general knowledge. ""Responsible health authority"" means a designated person within a correctional facility who shall be a physician or health administrator, such as, but not limited to, an advanced practice nurse responsible for arranging health services to all inmates. When this authority is other than a physician, medical/clinical judgments rest with a designated licensed responsible physician. ""Scanning/testing device"" means a mechanical and/or electronic instrument used to identify or to detect certain substances and materials. ""Scanning/testing device operator"" means an individual specially trained and authorized by the Department to operate a scanning/testing device. ""Scanning/testing device search"" means a search of a person or object by exposure to a mechanical and/or electronic instrument used to detect certain substances and materials. ""Security threat group"" means a group of inmates possessing common characteristics, interests and goals that serve to distinguish the group or group members from other inmate groups or other inmates and which, as a discrete entity, poses a threat to the safety of the staff, other inmates, the community or causes damage to or destruction of property, or interrupts the safe, secure and orderly operation of the correctional facility(ies). ""Shift Commander"" means the custody staff member holding a supervisory rank who has been designated by the Administrator or designee as being responsible for the maintenance of security during a tour of duty in a correctional facility or unit. ""Special Investigations Division,"" prior to November 17, 1999 known as the Internal Affairs Unit, means the unit responsible for conducting investigations at the discretion of the Commissioner or designee. ""Special needs inmate"" means an inmate who suffers a DSM IV, axis I and/or axis II disorder which interferes with the inmate's ability to meet the functional requirements of prison life without mental health treatment. ""Staff"" means all personnel who are hired by the Department of Corrections as employees. ""State"" (upper case ""S"") means the State of New Jersey; ""state"" (lower case ""s"") means a state of the United States; the United States of America; a territory or possession of the United States; the District of Columbia; and the Commonwealth of Puerto Rico. ""State DNA Databank"" means the repository of DNA samples collected under the provisions of the DNA Database and Databank Act of 1994 (N.J.S.A. 53:1-20.17 et seq.). ""Strip search"" means the removal or rearrangement of clothing to permit visual inspection of the person's undergarments, buttocks, anus, genitals, or breasts. ""Suicide watch"" means monitoring the activities, emotional status and behavior of inmates who are identified as emotionally troubled, mentally disturbed or otherwise deemed likely to inflict physical injury or death upon themselves. 1. All firearms, even though not loaded or lacking a clip or other component to render them immediately operable; 2. All components that can be readily assembled into a weapon; 3. All gravity knives, switchblade knives, daggers, dirks, stilettos, or other dangerous knives, billies, blackjacks, bludgeons, metal knuckles, sandclubs, slingshots, cesti or similar leather bands studded with metal filings or razor blades imbedded in wood; 4. All stun guns; and 5. Any weapon or other device, which projects, releases, or emits a compressed gas or tear gas or any other substance or electrical signal intended to produce temporary physical discomfort or permanent injury through being vaporized or otherwise dispensed in the air (see N.J.S.A. 2C:39-1). ""Youth Complex"" means State correctional facilities designated to house young adult offenders pursuant to N.J.S.A. 30:4-146. ""Zero Tolerance Drug/Alcohol Policy"" means a zero tolerance for the possession/sale/use by State prison inmates of any drugs, intoxicants or narcotic paraphernalia not prescribed for the inmate by medical or dental staff. This policy establishes that inmates found guilty of drug/alcohol related prohibited acts as set forth in N.J.A.C. 10A:4-5.1(c) shall have their contact visit privileges terminated while housed in New Jersey State prisons and correctional facilities in addition to being subject to administrative action and program requirements in accordance with N.J.A.C. 10A:4, Inmate Discipline. ""Zero Tolerance for Misuse or Possession of an Electronic Communication Device Policy"" means a zero tolerance for the misuse, possession, distribution, sale, or intent to distribute or sell, an electronic communication device that is not authorized for use or retention. This policy establishes that inmates who are found guilty of an electronic communication device related prohibited act as set forth in N.J.A.C. 10A:4-4.1, 5.1, and 12 shall have their contact visit privileges terminated and shall be ineligible for consideration for any custody status lower than medium custody until after the contact visit privileges are reinstated in addition to being subject to administrative action and program requirements in accordance with N.J.A.C. 10A:4, Inmate Discipline. ""Zero Tolerance of the Incidence of Sexual Assault"" means the zero tolerance policy maintained by the Department for the incidence of sexual assault in accordance with the Federal Prison Rape Elimination Act of 2003 (PREA), 42 U.S.C. ���� 15601 et seq. (see N.J.A.C. 10A:4-12).",title-10a/chapter-1/subchapter-2/section-10a-1-2-2.html
T10A_C1_SC2_SEC10A_1_2_3,10A,1,2,10A_1_2_3,CORRECTIONS,"ADMINISTRATION, ORGANIZATION, AND MANAGEMENT",GENERAL PROVISIONS,Chief Executive Officer,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) Pursuant to N.J.S.A. 30:1B-1 et seq., the Chief Executive Officer of the Department of Corrections is the Commissioner of Corrections. (b) The Commissioner shall determine all matters of policy, procedure, regulation, administration, operation, programs, operating units, and correctional facilities within the Department of Corrections. (c) Individuals, work groups, and/or committees at COHQ shall be designated by the Commissioner, as needed, to act on behalf of the Commissioner in the day-to-day operation of correctional facilities. 1. The Commissioner shall change or modify designated individuals, work groups, and/or committees, as necessary, for functional continuity, as well as the safe and effective operation of the Department. 1. The Commissioner shall change or modify designated individuals, work groups, and/or committees, as necessary, for functional continuity, as well as the safe and effective operation of the Department. 2. Individuals, work groups, and/or committees at COHQ designated by the Commissioner with an expressed purpose of improving safety, security, and/or inmate rehabilitation shall have oversight authority to supplement and override committees based in correctional facilities, such as the I.C.C., that may be identified in Title 10A of the New Jersey Administrative Code. 3. These individuals, work groups, and/or committees at COHQ, designated by the Commissioner, shall define their purpose, scope, and responsibilities in internal management procedures or internal operations memos, as may be required by the Commissioner.",title-10a/chapter-1/subchapter-2/section-10a-1-2-3.html
T10A_C1_SC2_SEC10A_1_2_4,10A,1,2,10A_1_2_4,CORRECTIONS,"ADMINISTRATION, ORGANIZATION, AND MANAGEMENT",GENERAL PROVISIONS,"Rulemaking, policy and procedure making and exemption authority",,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The Commissioner, pursuant to N.J.S.A. 30:1B-1 et seq., is authorized to formulate, adopt, issue, promulgate, relax and exempt rules and regulations for the administration of correctional facilities, community programs and operational units within the Department of Corrections. (b) The Commissioner is authorized to determine all matters of policy and procedure in order to regulate the operational issues associated with the administration of correctional facilities, community programs and operational units and to formulate, modify, relax, and exempt such policies, procedures and regulations when necessary, so that same can function safely and effectively within the Department of Corrections. (c) The Commissioner may exempt a correctional facility, community program or operational unit from adherence to a rule or may relax certain requirements of a rule for good cause shown in a particular situation or in instances when strict compliance with a rule or all of its requirements would result in: 1. An undue hardship, unfairness or injustice; 1. An undue hardship, unfairness or injustice; 2. An inability to meet a therapeutic, rehabilitative or medical need; 3. A security risk or imminent peril to the overall management, safe or orderly operation of a correctional facility, community program or operational unit; 4. An inability to utilize existing technology or apply technological innovations in order to meet penological objectives; 5. An inability to meet an operational need to ensure management effectiveness and efficiency; or 6. An inability to reasonably meet a time period requirement.",title-10a/chapter-1/subchapter-2/section-10a-1-2-4.html
T10A_C1_SC2_SEC10A_1_2_5,10A,1,2,10A_1_2_5,CORRECTIONS,"ADMINISTRATION, ORGANIZATION, AND MANAGEMENT",GENERAL PROVISIONS,Expiration of rule exemptions,,"Current through Register Vol. 57, No. 12, June 16, 2025",(a) All rule exemptions shall expire two years from the date of approval by the Commissioner. (b) A rule exemption may be terminated prior to its expiration date when: 1. The special circumstances making the rule exemption necessary no longer exist; or 1. The special circumstances making the rule exemption necessary no longer exist; or 2. The Commissioner no longer approves the rule exemption.,title-10a/chapter-1/subchapter-2/section-10a-1-2-5.html
T10A_C1_SC2_SEC10A_1_2_6,10A,1,2,10A_1_2_6,CORRECTIONS,"ADMINISTRATION, ORGANIZATION, AND MANAGEMENT",GENERAL PROVISIONS,Effective dates of adopted and exempted rules,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) Unless otherwise noted in the New Jersey Register, an adopted rule is effective on the date of its publication in the New Jersey Register. (b) The effective date of a rule exemption shall be the date of the Commissioner's signature on Form 911 Request for Rule Exemption.",title-10a/chapter-1/subchapter-2/section-10a-1-2-6.html
T10A_C1_SC2_SEC10A_1_2_7,10A,1,2,10A_1_2_7,CORRECTIONS,"ADMINISTRATION, ORGANIZATION, AND MANAGEMENT",GENERAL PROVISIONS,Procedure for requesting rule exemptions,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) Requests for rule exemptions may be submitted by staff or committees to the Administrator for review. (b) Requests for rule exemptions may be submitted by inmates or inmate groups to the Institutional Classification Committee (I.C.C.) for review. The I.C.C. shall review and submit inmate requests for rule exemptions to the Administrator along with recommendations for approval or disapproval. Such requests for rule exemptions must: 1. Be in writing; 1. Be in writing; 2. Be legible and intelligible; 3. Contain the full name and address of the inmate or inmate group; 4. Contain the N.J.A.C. 10A citation of the rule for which the exemption is made; and 5. Include a clear and concise statement summarizing the substance of the rule exemption, why the suggestion is being requested and a summary of reasons for the exemption.",title-10a/chapter-1/subchapter-2/section-10a-1-2-7.html
T10A_C1_SC2_SEC10A_1_2_8,10A,1,2,10A_1_2_8,CORRECTIONS,"ADMINISTRATION, ORGANIZATION, AND MANAGEMENT",GENERAL PROVISIONS,Forms,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The following form related to Administration, Organization and Management is available by accessing the Department of Corrections computer network (DOCNet). Interested individuals who do not have access to DOCNet may obtain copies of this form by contacting the Administrative Rules Unit, New Jersey Department of Corrections: 1. 911 Request for Rule Exemption. 1. 911 Request for Rule Exemption.",title-10a/chapter-1/subchapter-2/section-10a-1-2-8.html
T10A_C1_SC3_SEC10A_1_3_1,10A,1,3,10A_1_3_1,CORRECTIONS,"ADMINISTRATION, ORGANIZATION, AND MANAGEMENT",DISABILITY DISCRIMINATION GRIEVANCE PROCEDURE,Definitions,,,,title-10a/chapter-1/subchapter-3/section-10a-1-3-1.html
T10A_C1_SC3_SEC10A_1_3_2,10A,1,3,10A_1_3_2,CORRECTIONS,"ADMINISTRATION, ORGANIZATION, AND MANAGEMENT",DISABILITY DISCRIMINATION GRIEVANCE PROCEDURE,Purpose,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) These rules are adopted by the agency in satisfaction of the requirements of the ADA and regulations promulgated pursuant thereto, 28 C.F.R. 35.107. (b) The purpose of these rules is to establish a designated coordinator whose duties shall include assuring that the agency complies with and carries out its responsibilities under the ADA. Those duties shall also include the investigation of any complaint filed with the agency pursuant to N.J.A.C. 10A:1-3.5 through 3.8.",title-10a/chapter-1/subchapter-3/section-10a-1-3-2.html
T10A_C1_SC3_SEC10A_1_3_3,10A,1,3,10A_1_3_3,CORRECTIONS,"ADMINISTRATION, ORGANIZATION, AND MANAGEMENT",DISABILITY DISCRIMINATION GRIEVANCE PROCEDURE,Required ADA notice,,,,title-10a/chapter-1/subchapter-3/section-10a-1-3-3.html
T10A_C1_SC3_SEC10A_1_3_4,10A,1,3,10A_1_3_4,CORRECTIONS,"ADMINISTRATION, ORGANIZATION, AND MANAGEMENT",DISABILITY DISCRIMINATION GRIEVANCE PROCEDURE,Designated ADA coordinator,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The designated coordinator of ADA compliance and complaint investigation for the agency is: (b) All inquiries regarding the agency's compliance with the ADA and the availability of accommodation which would allow a qualified individual with a disability to receive services or participate in a program or activity provided by the agency should be directed to the designated coordinator identified in (a) above. (c) All grievances alleging that the agency has failed to comply with or has acted in a way that is prohibited by the ADA should be directed to the designated ADA coordinator identified in this section, in accordance with the procedures set forth in N.J.A.C. 10A:1-3.5 through 3.8.",title-10a/chapter-1/subchapter-3/section-10a-1-3-4.html
T10A_C1_SC3_SEC10A_1_3_5,10A,1,3,10A_1_3_5,CORRECTIONS,"ADMINISTRATION, ORGANIZATION, AND MANAGEMENT",DISABILITY DISCRIMINATION GRIEVANCE PROCEDURE,Grievance procedure,,,,title-10a/chapter-1/subchapter-3/section-10a-1-3-5.html
